document_id,ticker,company_name,title,source_name,publish_date,url,relevance_status,confidence_tier,main_model_include_flag,company_focus_status,suspect_not_company_focused,company_focus_reason,strict_main_sample_include,title_focus_alias_hits,lead_focus_alias_hits,filter_mode,filter_version
NEWS_NESTLE_2024_10_25_197df58c64,NESTLE,Nestle Malaysia Berhad,Nestle records turnover of RM4.75bil in 9M24,The Star,2024-10-25,https://www.thestar.com.my/business/business-news/2024/10/25/nestle-records-turnover-of-rm475bil-in-9m24,high_confidence_company_news,high,Yes,company_focused,No,title_alias_with_company_operating_context,Yes,Nestle,Nestle|Nestle Malaysia,manual_preserve,manual_preserve_v1
NEWS_NESTLE_2024_09_06_3479083847,NESTLE,Nestle Malaysia Berhad,Nestle to prioritise domestic workers at its factory,The Star,2024-09-06,https://www.thestar.com.my/business/business-news/2024/09/06/nestle-to-prioritise-domestic-workers-at-its-factory,high_confidence_company_news,high,Yes,company_focused,No,title_alias_with_company_operating_context,Yes,Nestle,Nestle|Nestle Malaysia,manual_preserve,manual_preserve_v1
NEWS_NESTLE_2024_07_26_4b5f7c972f,NESTLE,Nestle Malaysia Berhad,Nestle maintains strong market leadership,The Star,2024-07-26,https://www.thestar.com.my/business/business-news/2024/07/26/nestle-maintains-strong-market-leadership,high_confidence_company_news,high,Yes,company_focused,No,title_alias_with_company_operating_context,Yes,Nestle,Nestle|Nestle Malaysia,manual_preserve,manual_preserve_v1
NEWS_NESTLE_2024_07_25_93ac3583d2,NESTLE,Nestle Malaysia Berhad,Nestle Malaysia posts lower 1H sales on cautious consumer spending,The Star,2024-07-25,https://www.thestar.com.my/business/business-news/2024/07/25/nestle-malaysia-faces-lower-1h-sales-on-cautious-consumer-spending,high_confidence_company_news,high,Yes,company_focused,No,title_alias_with_company_operating_context,Yes,Nestle|Nestle Malaysia,Nestle|Nestle Malaysia,manual_preserve,manual_preserve_v1
NEWS_NESTLE_2024_05_16_dfb44e778f,NESTLE,Nestle Malaysia Berhad,"Manufacturer’s dark chocolate variant made with Sabah, Sarawak cocoa beans",The Star,2024-05-16,https://www.thestar.com.my/food/food-news/2024/05/16/manufacturers-dark-chocolate-variant-made-with-sabah-sarawak-cocoa-beans,high_confidence_company_news,high,Yes,company_focused,No,lead_alias_with_company_operating_context,Yes,,Nestle|Nestle Malaysia,manual_preserve,manual_preserve_v1
NEWS_NESTLE_2024_04_25_e0b190ae68,NESTLE,Nestle Malaysia Berhad,NESTLE’S ‘SALARY FOR LIFE’ CONTEST RETURNS,The Star,2024-04-25,https://www.thestar.com.my/news/nation/2024/04/25/nestles-salary-for-life-contest-returns,high_confidence_company_news,high,Yes,company_focused,No,title_alias_with_company_operating_context,Yes,Nestle,Nestle Malaysia Berhad|Nestle|Nestle Malaysia,manual_preserve,manual_preserve_v1
NEWS_NESTLE_2024_04_16_9f0218476d,NESTLE,Nestle Malaysia Berhad,Time-saving pastries make for good snacks,The Star,2024-04-16,https://www.thestar.com.my/food/food-news/2024/04/16/time-saving-pastries-make-for-good-snacks,high_confidence_company_news,high,Yes,company_focused,No,lead_alias_with_company_operating_context,Yes,,Nestle|Nestle Malaysia,manual_preserve,manual_preserve_v1
NEWS_NESTLE_2024_04_08_80db6e4ffd,NESTLE,Nestle Malaysia Berhad,New appointments set to guide Invictus Blue’s integrated proposition,The Star,2024-04-08,https://www.thestar.com.my/business/business-news/2024/04/08/new-appointments-set-to-guide-invictus-blues-integrated-proposition,low_confidence_company_news,low,Yes,company_focused,No,lead_alias_with_company_operating_context,Yes,,Nestle|Nestle Malaysia,manual_preserve,manual_preserve_v1
NEWS_OFI_2024_05_29_04c8df5867,OFI,Oriental Food Industries Holdings Berhad,Super Ring maker Oriental Food posts over 4-fold profit jump in 4Q24,The Star,2024-05-29,https://www.thestar.com.my/business/business-news/2024/05/29/oriental-food-posts-over-4-fold-profit-jump-in-4q24,high_confidence_company_news,high,Yes,company_focused,No,title_alias_with_company_operating_context,Yes,Oriental Food,Oriental Food,manual_preserve,manual_preserve_v1
NEWS_PPB_2025_11_27_5769e41c44,PPB,PPB Group Berhad,"PPB posts 3Q25 loss, sees better performance ahead",The Star,2025-11-27,https://www.thestar.com.my/business/business-news/2025/11/27/ppb-posts-3q25-loss-sees-better-performance-ahead,high_confidence_company_news,high,Yes,company_focused,No,lead_alias_with_company_operating_context,Yes,,PPB Group,manual_preserve,manual_preserve_v1
